word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
'cello,'tʃeləʊ,,n. 大提琴\n[网络] 大提琴演奏；鬼提琴；骑楼,,,,,0,0,,,
'cellos,'tʃeləʊ,,n. 【乐】大提琴；〈美俚〉嘎嗓子女演员\n[网络] 大提琴图片；克莱丝；弦乐,,,,,0,0,,,
'cep,sep,,n. 牛肝菌（一种可食用的蘑菇）\n[网络] 复杂事件处理(Complex Event Processing)；圆概率误差(Circular Error Probability)；圆概率偏差(circular error probable),,,,,0,0,,,
'cept,,,[网络] 强化一级处理；有效普惠关税；欧洲邮电行政大会,,,,,0,0,,,
'cepting,sept,,"'cept\n[sept]\nprep.,conj.\n[口语] ＝ except",,,,,0,0,0:'cept/1:i,,
'ch,,,n. 中前卫；电缆接头；电缆分线箱\n[网络] 胆固醇；瑞士；先天性甲状腺功能减低症(congenital hypothyroidism),,,,,0,0,,,
'cher,ʃεə,,n. 【女名】女子名\n[网络] 雪儿；谢尔河；齐乐,,,,,0,0,,,
'chers,,,[网络] 分级标准；王浩,,,,,0,0,,,
'Chicago,ʃɪ'kɑ:gəʊ,,n. 芝加哥\n[网络] 芝加哥合唱团；芝加哥市；芝加哥乐队,,,,,0,0,,,
'chute,ʃuːt,,n. 斜槽；流槽；槽沟；滑槽\nv. (使)顺斜道滑行；用溜槽输送\n[网络] 瀑布；滑道；降落伞,,,,,0,0,,,
'chutes,ʃu:ts,,n. 滑槽；奔流；射水路；斜槽\nv. (使)顺斜道滑行；用溜槽输送\n[网络] 瀑布；雪沟,,,,,0,0,0:'chute,,
'chutist,,,[网络] 跳伞者；跳伞员,,,,,0,0,,,
'clare,kleə,,n. 克莱尔；【女名】女子名\n[网络] 圣克莱尔；克莱儿；克雷尔,,,,,0,0,,,
'come,kʌm,,v. 来；来到；发生；成为\nn. 精液；精子\nint. 得啦\nprep. （提及的时间）到来\n[网络] 来吧；过来；前来,,,,,0,0,,,
'coming,'kʌmɪŋ,,n. 来临\nadj. 即将发生的；下一个的\nv. “come”的现在分词\n[网络] 来了；即将到来的；到来,,,,,0,0,0:'come/1:i,,
'copter,'kɒptə(r),,n. 〈美〉helicopter (直升飞机)的缩略词\n[网络] 直升机；颇大的直升机；直昇机,,,,,0,0,,,
'cos,kəz,,conj. 因为\nn. 【数】余弦；【植】科斯(岛产的)长叶莴苣；【地】科斯岛\nabbr. （书写形式）余弦\n[网络] 功率因数；服务等级；服务类别,,,,,0,0,,,
'count,kaʊnt,,v. 重要；认为；算作；包括\nn. 总数；点数；数出总数；（某物质在某物或面积中）量的计数\n[网络] 计算；数量；数数,,,,,0,0,,,
'Count' Basie,,,[网络] 贝西伯爵；贝西公爵；贝西爵士,,,,,0,0,,,
'course,kɔː(r)s,,adv. 〈口〉当然\nn. 过程；航向；球场；【教】课程\nv. (某种液体)流下；(某种感觉)突然变得很强烈；(带着猎犬)打猎\n[网络] 一道菜；路线；经过,,,,,0,0,,,
'coz,kʌz,,conj. 〈非正式〉因为\nn. cousin的非正式写法\n[网络] 造成或因为；哥斯；游离二氧化碳,,,,,0,0,,,
'Crane,kreɪn,,n. 起重机；【机】吊车；升降机；类似起重机的装置\nv. 伸长(脖子)以便看得更清楚；以起重机举(起)\n[网络] 鹤；仙鹤；摄影升降机,,,,,0,0,,,
'cue,kjuː,,n. 暗示；提示；信号；（戏剧的）提示\nv. 给（某人）暗示（或提示）\n[网络] 球杆；线索；凯迪拉克用户体验(Cadillac User Experience),,,,,0,0,,,
'cues,kjuː,,n. 线索；发辫；尾状物；【台】球杆\nv. 给…暗示[出主意]；把…插入演出\n[网络] 提示；提示点；语言暗示,,,,,0,0,,,
'cuz,kəz,,conj. 〈非正式〉因为\nn. 〈非正式〉堂兄弟姐妹\n[网络] 苏黎世中国人协会(Chinese Union of Zurich)；库斯科(Cuzco)；秦艺天,,,,,0,0,,,
'Cy' Young,,,[网络] 赛扬；赛扬奖；投手赛扬,,,,,0,0,,,
'd,di:,,na. 同“should”；同“had”；同“did”；同“-ed”,,,,,0,0,0:have,,
'd better,,,[网络] 最好是；其后加不带；更好的,,,,,0,0,,,
'd've,,,[网络] “,,,,,0,0,,,
'deed,diːd,,n. 行为；行动；证书\nadv. 〈口〉同“indeed”\nv. 〈美〉立契转让(财产)\n[网络] 契约；契据；事迹,,,,,0,0,,,
'Dizzy' Dean,,,[网络] 狄恩；迪齐·迪恩,,,,,0,0,,,
'Dizzy' Gillespie,,,[网络] 吉莱斯皮；吉勒斯比；莱斯比,,,,,0,0,,,
'do,duː,,v. 做；进行；完成；做出\nauxv. 用于实义动词前构成否定句和疑问句；构成附加疑问句\nn. 社交聚会；社交活动\n[网络] 溶解氧(dissolved oxygen)；执行；行动,,,,,0,0,,,
'dobe,,,[网络] 多贝；多比；杜柏,,,,,0,0,,,
'dog,dɒɡ,,v. 跟踪；笼罩在…心头；弄得…狼狈不堪；被…困扰\nn. 【动】犬；【动】雄性的犬科动物；常用于形容词后；〈侮辱〉卑鄙的人\n[网络] 狗；小狗；狗狗,,,,,0,0,,,
'dogs,,,v. 跟踪；笼罩在…心头；弄得…狼狈不堪；被…困扰\nn. 【动】犬；【动】雄性的犬科动物；常用于形容词后；〈侮辱〉卑鄙的人\n[网络] 狗；瘦狗类；猎犬,,,,,0,0,0:'dog,,
'droid,,,[网络] 机器人；摩托罗拉；里程碑,,,,,0,0,,,
'droids,,,[网络] 机器人；机器人大军；星球大战外星一对宝,,,,,0,0,,,
'drome,drəʊm,,n. 航空港\n[网络] 德龙省；飞机场；综合症,,,,,0,0,,,
'dromes,,"Abbreviation for [syndrome], used in either a jovial or offensive setting.\n> John has dromes.\n> Bob has a major drome.\n",,,,,,0,0,,,
'Duke' Ellington,,,[网络] 艾灵顿公爵；埃灵顿公爵；埃林顿公爵,,,,,0,0,,,
'e,iː,,na. 同“Ecstasy”；英文字母表第五字母；【乐】E调；E字形\n[网络] 电子；东；差,,,,,0,0,,,
'e'll,,,[网络] “你呢,,,,,0,0,,,
'e's,,,[网络] 星际少年队；二；压缩模量,,,,,0,0,,,
'ead,,,[网络] 违约风险暴露(Exposure at Default)；除极；工卡(Employment Authorization Document),,,,,0,0,,,
'eads,,,n. 伊兹\n[网络] 欧洲宇航防务集团；欧洲航空防务航天公司；防务与航天集团,,,,,0,0,0:'ead,,
'ear,ɪə(r),,n. 耳；耳朵；有…耳朵的；耳朵…的\nv. 抽穗\n[网络] 耳状物；听觉；听力,,,,,0,0,,,
'eard,,,[网络] East Asia regional delegation; 产品定义工程师; 晚期肾病(endstagerenaldisease),,,,,0,0,,,
'eart,,,[网络] 雅特；上海电子艺术节；红棉,,,,,0,0,,,
'eat,iːt,,v. 吃；吃饭；用餐\n[网络] 食；喝；进食,,,,,0,0,,,
'Eating,'i:tɪŋ,,n. 吃；饮食\nadj. 食用的；可生吃的；腐蚀的\nv. “eat”的现在分词\n[网络] 进食；吃饭；吃东西,,,,,0,0,0:'eat/1:i,,
'eats,iːts,,n. （尤指聚会上的）小吃\nv. “eat”的第三人称单数\n[网络] 食物；European Association of Taiwan Studies；吃完了就开枪,,,,,0,0,0:'eat,,
'eaven,,,[网络] 伊雯；嚣张的恋人们,,,,,0,0,,,
'eavens,,plural of 'eaven,('eaven 的复数) [网络] 伊雯；嚣张的恋人们,,,,,0,0,,,
'ee,,,pron. 〈口(=you)ye  的简写\n[网络] 电子工程(Electrical Engineering)；炔雌醇(Ethinylestradiol)；企业版(Enterprise Edition),,,,,0,0,,,
'eid,iːd,,n. 指伊斯兰教的开斋节或宰牲节（开斋节在斋月结束后第一天，宰牲节以亚伯拉罕的羊做祭品，庆祝麦加朝觐结束）\n[网络] 电子身份证；电子感生解吸(electron induced desorption)；尔德,,,,,0,0,,,
'Eid al-Adha,,,[网络] 宰牲节；古尔邦节；伊斯兰教节日,,,,,0,0,,,
'Eid al-Fitr,,,[网络] 开斋节；开斋节会礼；神圣与凡俗,,,,,0,0,,,
'Eid ul-Adha,,,[网络] 宰牲节；公共假期；开斋节,,,,,0,0,,,
'Eid ul-Fitr,,,[网络] 开斋节,,,,,0,0,,,
'eighties,'eɪtiz,,num. 八十\nn. 八十几；八十年代\n[网络] 在八；第八十；指的,,,,,0,0,0:'eighty/1:3,,
'eighty,'eɪti,,num. 八十\nn. 八十几；八十年代\n[网络] 八十个；第八十；八十的,,,,,0,0,,,
'eld,eld,,n. 老年；从前\n[网络] 艾德；电致发光显示器(Electroluminescent Display)；英语发展计划(English Language Development),,,,,0,0,,,
'ell,el,,n. 埃尔（旧时量布的长度单位，相当于大约 45 英寸或 115 厘米）\n[网络] 英语学习者(English Language Learners)；厄尔；弯头,,,,,0,0,,,
'ello,,,[网络] 艾罗；埃洛；学地道英语的宝藏,,,,,0,0,,,
'elp,,,[网络] 埃尔帕索(El Paso)；英语课程(English Language Programs),,,,,0,0,,,
'elped,,past participle of 'elp,('elp 的过去分词) [网络] 埃尔帕索(El Paso)；英语课程(English Language Programs),,,,,0,0,0:'elp/1:d,,
'elps,,,[网络] English Language Proficiency Standards; 弹性蛋白; 弹性蛋白聚合物,,,,,0,0,0:'elp/1:3,,
'em,əm,,abbr. (=electron microscope)电子显微镜\nn. 【印】全身；字母 M；欧美文字排版的字行长度单位\npron. 〈口〉同“them”,,,,,0,0,0:they,,
"'em,em",əm,,pron. [口语] ＝ them,,,,,0,0,,,
'Emrānī,,,[地名] 埃姆拉尼 ( 伊朗 ),,,,,0,0,,,
'emselves,,,[网络] 自己,,,,,0,0,,,
'En Gev,,,[地名] 恩盖夫 ( 巴·以 ),,,,,0,0,,,
'En Karmel,,,[地名] 恩卡尔迈勒 ( 巴·以 ),,,,,0,0,,,
'En Ya'aqov,,,[地名] 恩雅各布 ( 巴·以 ),,,,,0,0,,,
'En Yahav,,,[地名] 恩亚哈夫 ( 巴·以 ),,,,,0,0,,,
'Entry,'entri,,n. 记录；词条；登录；录入\n[网络] 进入；条目；入口,,,,,0,0,,,
'epsem' sampling,,,等机率选择抽样法,,,,,0,0,,,
'er,ˌi: 'ɑ:(r),,int. 嗯\nabbr. 【化】元素铒的符号(=emergency room)急救室\n[网络] 大地的女儿,,,,,0,0,,,
'er indoors,,,[网络] 在室内,,,,,0,0,,,
'erb,,,[网络] 雇员再培训局(Employees Retraining Board)；教育档案局(Educational Records Bureau)；草,,,,,0,0,,,
'erbs,,,[网络] 地球辐射收支卫星(Earth Radiation Budget Satellite)；earthquake-resistant bracing system；地球辐射监测卫星,,,,,0,0,,,
'ere,eə(r),,"conj. 在…之前\nprep. 〈诗,古〉在…以前\n[网络] 雌激素反应元件(estrogen response element)；扩展正则式(Extended Regular Expression)；在...以前",,,,,0,0,,,
'Eroûg,,,[地名] 埃鲁格 ( 马里 ),,,,,0,0,,,
'Eshqābād,,,[地名] 埃什加巴德 ( 伊朗 ),,,,,0,0,,,
'Eshāqābād,,,[地名] 埃沙加巴德 ( 伊朗 ),,,,,0,0,,,
'Eua,,,[地名] 埃瓦岛 ( 汤加 ),,,,,0,0,,,
'Eua Div.,,,[地名] 埃瓦区 ( 汤加 ),,,,,0,0,,,
'everyth,,,[网络] 所有全部,,,,,0,0,,,
'everything,'evri.θɪŋ,,pron. 一切；所有事物；每件事；形势\n[网络] 事事；每件事物；万事,,,,,0,0,0:'everyth/1:i,,
'Ewa,,,[地名] 埃瓦 ( 美 ),,,,,0,0,,,
'ey up,,,[网络] '向上,,,,,0,0,,,
'Eyn Gazān,,,[地名] 艾因加赞 ( 伊朗 ),,,,,0,0,,,
'Eyn or Rashīd,,,[地名] 艾因拉希德 ( 伊朗 ),,,,,0,0,,,
'Eynābād,,,[地名] 艾因阿巴德 ( 伊朗 ),,,,,0,0,,,
'Fats' Waller,,,[网络] 胖子华勒；胖子沃勒；费兹华勒,,,,,0,0,,,
'Fatty' Arbuckle,,,[网络] 阿巴克尔；阿巴寇,,,,,0,0,,,
'feine,,,[网络] 菲娜,,,,,0,0,,,
'fess,fes,,n. 【纹章】(徽章中横跨盾形中央的)中线\n[网络] 功能性内窥镜手术；功能性内窥镜鼻窦手术(Functional Endoscopic Sinus Surgery)；功能性鼻内窥镜手术,,,,,0,0,,,
'fess up,,,v. 坦诚的说\n[网络] 坦白；承认；从实招来,,,,,0,0,,,
'fessed up,,,v. 坦诚的说,,,,,0,0,,,
'fesses up,,,[网络] “弄死了,,,,,0,0,,,
'fessing up,,,v. 坦诚的说,,,,,0,0,,,
'fifties,'fɪfti,,num. 五十\nn. 五十年代；五十岁；五十个人[物]；五十的记号\nadj. 许多的\n[网络] 五十几；五十来岁；五十多,,,,,0,0,0:'fifty/1:3,,
'fifty,'fɪfti,,num. 五十\nn. 五十几；五十年代\nadj. 许多的\n[网络] 半百；五十个；五十的,,,,,0,0,,,
'flu,fluː,,n. 流感；流行性感冒\n[网络] 流行感冒；流感病毒；流行性感冒菌,,,,,0,0,,,
'fore,fɔ,,prep. [诗歌用语]=before,,,,,0,0,,,
'fraid,,,[网络] 帧计数,,,,,0,0,0:'fray/1:p,,
'fraid cat,,,[口语]懦夫，胆小鬼[亦作 'fraidy cat],,,,,0,0,,,
'fraid not,,,[网络] “没有,,,,,0,0,,,
'fraid so,,,[网络] “很好,,,,,0,0,,,
'fray,freɪ,,v. （使织物边沿）磨损；恼火\nn. 争辩（尤指激烈或视为检验能力的）\n[网络] 吵架；冲突；争论,,,,,0,0,,,
'fridge,frɪdʒ,,n. 冰箱\n[网络] 电冰箱；雪柜；冷冻机,,,,,0,0,,,
'fro,frəʊ,,adv. 向后；向那边\nn. 〈美俚〉非洲发型= Afro\nprep. 〈英方〉同“from”\n[网络] 回；去；含绒量,,,,,0,0,,,
'Fros,,,n. 'Fro的变形,,,,,0,0,,,
'gainst,,,prep. 〈诗〉同“against”,,,,,0,0,,,
"'gainst, gainst",ɡenst,,prep. 诗句中 against 的省略写法,,,,,0,0,,,
'ganst,"gănst, IPA: /ɡænst/","'ganst\n(archaic, chiefly poetic) Abbreviation of beganst.\n",,,,,,0,0,,,
'Gater,,,[网络] 盖茨；吉泰儿；橡胶三角皮带生产厂家盖茨,,,,,0,0,,,
'gator,'geɪtə(r),,[网络] 鳄鱼；短吻鳄；伯特雷诺兹之盖特,,,,,0,0,,,
'gators,'ɡeɪtə(r),,[网络] 鳄鱼；短吻鳄；鳄鱼队,,,,,0,0,0:'gator,,
'ha,hɑː,,int. （惊奇、高兴或有所发现时用）哈；（笑声）哈；认为某事并不可笑\nn. “哈；【女名】女子名\nabbr. （书写形式）公顷\nv. “哈\n[网络] 透明质酸(Hyaluronic Acid)；高可用性(High Availability)；血凝素(hemagglutinin),,,,,0,0,,,
'has,həv,,v. 有；必须；取得；经受\nauxv. 现在完成式；过去完成式；未来完成式；表示假设语气\nn. 有钱人；(天然资源多的)富国；诈骗\n[网络] 有着；现在完成时；孩之宝公司(Hasbro),,,,,0,0,0:'ha,,
'he,i,,abbr. 阁下；高等教育\n[网络] 他；氦(helium)；贺,,,,,0,0,,,
'head,hed,,n. 头；头部；头脑；负责人\nv. 主管；领导；朝（某方向）行进；位于排行之首\nadj. 头的；主要的\n[网络] 海德；磁头；扬程,,,,,0,0,,,
'heads,hed,,n. 头；首脑；头脑；〈口〉脑袋\nv. 率领；牵头；妨碍；反抗\nadj. 头部的；主要的\n[网络] 磁头数；正面；厕所,,,,,0,0,0:'head,,
'hem,hem,,int. 哼\nn. 卷边\nv. 镶边\n[网络] 下摆；褶边；底边,,,,,0,0,,,
'ho,həʊ,,int. 嗬；站住\nabbr. (=holmium)【化】钬；“hoa”的变体\nn. 娼妓；妓女；破鞋\n[网络] 钬(holmium)；何；血红素加氧酶(heme oxygenase),,,,,0,0,,,
'hood,hʊd,,"n. 罩；风帽；（布质）面罩；学位连领帽（表示学位种类）\nv. 覆盖；用头巾包；使(马,鹰等)戴头罩；给…加罩\n[网络] 胡德；兜帽；引擎盖",,,,,0,0,,,
'i,aɪ,,pron. 我\nn. 英语字母表的第9个字母；（罗马数字）1\nabbr. 岛，群岛\n[网络] 伊诗尔；自我,,,,,0,0,,,
'Ibillīn,,,[地名] 伊比林 ( 约 ),,,,,0,0,,,
'Ibrīn,,,[地名] 伊卜林 ( 黎 ),,,,,0,0,,,
'Id al-Fitr,,,[网络] 开斋节；开斋日；尔德·菲图尔,,,,,0,0,,,
'Idd al Ghanam,,,[地名] 伊德加奈姆 ( 苏丹 ),,,,,0,0,,,
'if,ɪf,,conj. 如果；当；倘若；假若\nn. 不确定的情况\n[网络] 假如；条件；是否,,,,,0,0,,,
'igh,,,[网络] 免疫球蛋白重链；免疫球蛋白重链基因重排；意大利灵缇犬(Italian Grey Hound),,,,,0,0,,,
'ighest,,superlative of 'igh,('igh 的最高级) [网络] 免疫球蛋白重链；免疫球蛋白重链基因重排；意大利灵缇犬(Italian Grey Hound),,,,,0,0,,,
'ighness,,,[网络] “厉害,,,,,0,0,,,
'ighnesses,,,[网络] “嗨，,,,,,0,0,,,
"'Ilmān, Jab.al",,,[地名] 伊勒曼山 ( 沙特 ),,,,,0,0,,,
'im,.aɪ 'em,,na. 'im = him\n[网络] 即时通讯(Instant Messaging)；即时通信(Instant Messenger)；即时消息,,,,,0,0,,,
'Imrān,,,[地名] 伊姆兰İ ( 也 ),,,,,0,0,,,
'Imād,,,[地名] 伊马德 ( 也 ),,,,,0,0,,,
"'Inabah, Bi'r al",,,[地名] 伊奈拜井 ( 埃 ),,,,,0,0,,,
'Inbah,,,[地名] 因拜 ( 约 ),,,,,0,0,,,
"'Ināb, Wādī al",,,[地名] 伊纳卜干河 ( 约 ),,,,,0,0,,,
'Irj,,,[地名] 伊尔季 ( 沙特 ),,,,,0,0,,,
'Irjān,,,[地名] 伊尔坚 ( 约 ),,,,,0,0,,,
'Irqah,,,[地名] 伊尔盖 ( 也 ),,,,,0,0,,,
'Irāq al Amīr,,,[地名] 伊拉格埃米尔 ( 约 ),,,,,0,0,,,
'is,ɪz,,v. 是\nabbr. (=island；isle)岛；群岛\n[网络] 冰岛；在；印度标准(Indian Standard),,,,,0,0,,,
"'Ishār, Jilh al",,,[地名] 伊沙尔平原 ( 沙特 ),,,,,0,0,,,
'istory,,,[网络] 福仔；梦见死老鼠；我的故事王国,,,,,0,0,,,
'it,.aɪ 'tiː,,n. 信息技术（全写为 information technology，对将电子处理程序及设备应用于存储和发送各类信息的研究和利用）\n[网络] 信息技术(Information Technology)；它；资讯科技,,,,,0,0,,,
'its,ɪts,,pron. 其\nshort. it is；it has\nadv. （指事物、动物或婴儿）它的\n[网络] 智能交通系统(Intelligent Transportation System)；智能运输系统,,,,,0,0,0:'it/1:3,,
'ittin',,,[网络] 宜廷,,,,,0,0,,,
'Itāb,,,[地名] 伊塔卜 ( 也 ),,,,,0,0,,,
"'Itāb, Ra's",,,[地名] 伊塔卜角 ( 也 ),,,,,0,0,,,
'j,dʒeɪ,,adj. J 或 j 的；J 形的；第十的\nn. 英语字母表的第 10 个字母\n[网络] 焦耳；即；通过,,,,,0,0,,,
'jama,'dʒɑ:mə,,n. 【女名】女子名\n[网络] 美国医学会杂志(Journal of the American Medical Association)；美国医学会期刊；日本汽车制造商协会(Japan Automobile Manufacturers Association),,,,,0,0,,,
'jamas,,,[网络] 再也不；詹姆斯；方程军,,,,,0,0,0:'jama,,
'jed,dʒed,,n. 【男名】男子名\n[网络] 吉达(Jeddah)；杰德；Joomla Extension Directory,,,,,0,0,0:'j/1:p,,
'Jelly Roll' Morton,,,[网络] 摩顿；杰利·罗尔·莫顿；果冻卷摩顿,,,,,0,0,,,
'k'-class estimator,,,k类估计量,,,,,0,0,,,
'kay,keɪ,,n. 凯；【女名】女子名\n[网络] 凯(Kaye)；凯伊；谢安琪,,,,,0,0,,,
'keeper,ˈkiːpə(r),,n. 〈非正式〉守门员；门将；看守人；(动物园的)饲养员\n[网络] 看护人；守护者；管理人,,,,,0,0,,,
'keepers,ˈkiːpə(r),,n. 门将；看守人；(动物园的)饲养员；(博物馆)保管人\n[网络] 看守者；管理人；监护人,,,,,0,0,0:'keeper,,
'keet,kiːt,,n. 【动】珍珠幼鸟\n[网络] 珍珠鸡；大高雄节约创业团队；珍珠鸟,,,,,0,0,,,
'lasses,læs,,n. 少女；情人；〈英〉使女,,,,,0,0,,,
'le,,,abbr. (=low explosive)低级炸药\nn. 【女名】女子名\n[网络] 乐；逻辑区域(logical extent),,,,,0,0,,,
'lectric,,,[网络] 电,,,,,0,0,,,
'les,leɪz,,n. 【男名】男子名\n[网络] 生活事件量表(life event scale)；大涡模拟(large eddy simulation)；食管下括约肌(lower esophageal sphincter),,,,,0,0,0:'le,,
'Lizabeth,,,n. 【女名】女子名\n[网络] 丽莎白；健怡之选,,,,,0,0,,,
'll,,,"na. shall (如 she'll, I'll 等)",,,,,0,0,0:will,,
'lo,ləʊ,,int. （引起对令人惊讶的事的注意）瞧\n[网络] 本振(Local oscillator)；本机振荡器；卢,,,,,0,0,,,
'long,lɒŋ,,n. 朗；(服装的)长尺寸；长裤；【语】长母音\nadj. （长度或距离）长的；（询问或谈论长度或距离）长；长时间的；长久的\nadv. 长期地；长久地；（在某一时间或事件之前或以后）很久地\nv. （尤指对看似不会很快发生的事）渴望\n[网络] 长整型；长整数；多头,,,,,0,0,,,
'look,lʊk,,n. 看；外观；查找；瞧\nv. 看；寻找；瞧；注意\nlinkv. 显得；似乎；看来好像\nint. 听我说\n[网络] 看起来；看上去；注视,,,,,0,0,,,
'looking,lʊk,,v. 看；注视；注意；显得\nn. 样子；相貌；脸色；一瞥\n[网络] 看起来；寻找爱；观察,,,,,0,0,0:'look/1:i,,
'low,ləʊ,,adv. 低；低矮；在低处；往下地\nn. 低地；(汽车等的)低速；低速齿轮；哞\nadj. 低沉的；低垂的；西斜的；耷拉着\nv. (牛)哞哞地叫；(牛叫似地)说\n[网络] 低的；矮的；最低价,,,,,0,0,,,
'Lucky' Luciano,,,[网络] 教父之祖；查理·卢西安诺；卢西阿诺,,,,,0,0,,,
'm,,,abbr. （尤指衣服尺码）中号；高速公路（英国公路代号，后接数字）\nn. 英语字母表的第 13 个字母；（罗马数字） 1 000\n[网络] 马瑟,,,,,0,0,0:be,,
'man,mæn,,n. 成年男子；男人；人类；（特定历史时期的）人\nv. 在…岗位上工作；操纵（机器等）；配备（人员）\nint. （表示惊奇、气愤等）嘿\n[网络] 城域网(Metropolitan Area Network)；男士,,,,,0,0,,,
'melt-through,,,n. (无法控制的核反应堆的)全部(或整体)熔化,,,,,0,0,,,
'member,'membə(r),,n. 成员；会员；分子；身体部位（尤指胳膊或腿）\n[网络] 会员中心；委员；构件,,,,,0,0,,,
'men,men,,n. man（男人、人类）的复数形式\n[网络] 男士；男装；男子,,,,,0,0,0:'man,,
'mid,ˌem aɪ 'di:,,n. 移动互联网装置（全写为 mobile Internet device，大小介于智能手机和平板电脑之间的掌上电脑，主要为个人提供互联网服务）,,,,,0,0,,,
'mill,mɪl,,n. 磨坊；工厂；磨粉机；面粉厂\nv. 磨成粉\n[网络] 穆勒；密尔；米尔,,,,,0,0,,,
'mones,,,[网络] 摩内丝；月癒；蒙古妇女基金会,,,,,0,0,,,
'mong,mɒŋ,,[网络] 蒙；梦；孟,,,,,0,0,,,
'mongst,mʌŋst,,prep. [诗歌用语] =amongst,,,,,0,0,,,
"'mongst,mongst",mʌŋst,,prep. [诗歌用语] =amongst,,,,,0,0,,,
'move,muːv,,n. 行动；移动；搬家；活动\nv. 移动；搬家；搬迁；前进\n[网络] 搬动；感动；移动文件,,,,,0,0,,,
'moves,muːv,,v. 移；行动；感动；活动\nn. 移动；步骤；搬家；【国象】一着\n[网络] 出招；动作；一天的行踪,,,,,0,0,0:'move/1:3,,
'Muddy' Waters,,,[网络] 浑水；浑水公司；浑水研究,,,,,0,0,,,
'Murica,,,[网络] 穆瑞卡,,,,,0,0,,,
'my,maɪ,,"int. 哎呀；表示惊讶\nadv. 我的；表示吃惊等；表示亲切；对下级的称呼\nabbr. (=Malaysia)马来西亚\npron. ""I"" 的所有格形式\n[网络] 马来西亚(Malaysia)；关於我；买",,,,,0,0,,,
'n,en,,na. 'n\n[网络] 氮；牛顿,,,,,0,0,,,
'nam,nɑːm,,n. 【女名】女子名；【组】不结盟运动\nabbr. 〈美(=National Association of Manufacturers)全国制造商协会\nv. “nim”的过去式\n[网络] 不结盟运动(non-aligned movement)；全国制造商协会(National Association of Manufacturers)；网络分析模块(Network Analysis Module),,,,,0,0,,,
'naner,,,[网络] “纳尔,,,,,0,0,,,
'naners,,,[网络] “纳米人,,,,,0,0,,,
'Ndrangheta,,,[网络] 光荣会；黑手党组织光荣会；黑手党勇者组织,,,,,0,0,,,
'neath,ni:θ,,prep. 〈诗〉〈方〉①在…下方；往…下方；在（或紧靠）…底下②低于，次于③在…掩盖下,,,,,0,0,,,
'net,net,,adj. 无虚价的；基本的；最后的；最后的(定论)\nn. 纯利；净值；实价；纯量\nv. 编网；编结网状物；〔诗〕成网状；撒(网)\n[网络] 网络；净重(Netweight)；球网,,,,,0,0,,,
'new,njuː,,adj. 刚出现的；新的；新近推出的；新买的\nn. 新东西；新事物\nabbr. 〈美(=net economic welfare)纯经济福利\nadv. 同“newly”\n[网络] 新建(New.)；新品；全新,,,,,0,0,,,
'news,njuːz,,n. 新闻；消息；音信；新闻人物\n[网络] 新闻资讯；新闻中心；新闻动态,,,,,0,0,0:'new/1:3,,
'no,nəʊ,,adv. 没有；无；并不；禁止\nint. 没有；不是；不要；（用于否定的回答或陈述）不\nadj. 禁止；(一个也)没有；一点儿也没有；什么也[谁也]没有\nn. 否定的回答；作否定回答的人；（统称）投反对票者\nabbr. 【化】同“nobelium”(=number)\n[网络] 一氧化氮(Nitric Oxide)；不(nope)；没有(None),,,,,0,0,,,
'noint,,,[网络] 不是；数量；试卷信息编号,,,,,0,0,,,
'nos,,,[网络] 一氧化氮合酶(nitric oxide synthase)；网络操作系统(network operating system)；一氧化氮合成酶,,,,,0,0,0:'no,,
'nother,'nʌðə(r),,[网络] 不同的；各异的；其他特效,,,,,0,0,,,
'nothing,'nʌθɪŋ,,pron. 没有什么；没有一件东西；无关紧要的东西；毫无趣味的事\nn. 无；没有什么东西[什么事]；不存在(的东西)；【数】零\nadv. 毫不；〈美口〉决不是\n[网络] 没什么；没有东西；什么也没有,,,,,0,0,0:'nthe/1:i,,
'nough,,,[网络] 面皮,,,,,0,0,,,
'nt,,,abbr. 【化】同“niton”\n[网络] 新台币；神经降压素(Neurotensin)；中和试验(neutralization test),,,,,0,0,,,
'nthe,,,[网络] 三新；牛尔娜露可首页,,,,,0,0,,,
'nuff,'nʌf,,adj. 足够\n[网络] 南京大学美国校友基金会(Nanjing University Friendship Foundation)；足够的数量,,,,,0,0,,,
'nuff said,,,[网络] 说够了；说够了吧,,,,,0,0,,,
'o' face,,The face made while banging the chick from logistics.\n> I taking this chick from logistics. If things go well tonight she will be seeing my o-face. o-o-o-o-o-o-o.\n,,,,,,0,0,,,
